state,best,wins
110111102,-3,-1
110111110,-3,-1
110111111,-3,-1
110111112,-3,-1
110111120,-3,-1
110111121,-3,-1
110111122,-3,-1
110111200,-3,-1
110111201,-3,-1
110111202,-3,-1
110111210,-3,-1
110111211,-3,-1
110111212,-3,-1
110111220,-3,-1
110111221,-3,-1
110111222,-3,-1
110112000,8,4
110112001,-3,-1
110112002,7,3
110112010,-3,-1
110112011,-3,-1
110112012,-3,-1
110112020,8,3
110112021,-3,-1
110112022,6,2
110112100,-3,-1
110112101,-3,-1
110112102,-3,-1
110112110,-3,-1
110112111,-3,-1
110112112,-3,-1
110112120,-3,-1
110112121,-3,-1
110112122,-3,-1
110112200,8,3
110112201,-3,-1
110112202,7,2
110112210,-3,-1
110112211,-3,-1
110112212,-3,-1
110112220,8,2
110112221,-3,-1
110112222,-2,1
110120000,6,56
110120001,6,14
110120002,6,14
110120010,6,14
110120011,6,4
110120012,6,4
110120020,6,14
110120021,6,4
110120022,6,4
110120100,-3,-1
110120101,-3,-1
110120102,-3,-1
110120110,-3,-1
110120111,-3,-1
110120112,-3,-1
110120120,-3,-1
110120121,-3,-1
110120122,-3,-1
110120200,2,16
110120201,2,5
110120202,2,5
110120210,2,5
110120211,2,2
110120212,2,2
110120220,2,5
110120221,2,2
110120222,-2,1
110121000,6,14
110121001,6,4
110121002,6,4
110121010,6,4
110121011,6,2
110121012,6,2
110121020,6,4
110121021,6,2
110121022,6,2
110121100,-3,-1
110121101,-3,-1
110121102,-3,-1
110121110,-3,-1
110121111,-3,-1
110121112,-3,-1
110121120,-3,-1
110121121,-3,-1
110121122,-3,-1
110121200,2,5
110121201,2,2
110121202,2,2
110121210,2,2
110121211,2,1
110121212,2,1
110121220,2,2
110121221,2,1
110121222,-2,1
110122000,6,14
110122001,6,4
110122002,6,4
110122010,6,4
110122011,6,2
110122012,6,2
110122020,6,4
110122021,6,2
110122022,6,2
110122100,-3,-1
110122101,-3,-1
110122102,-3,-1
110122110,-3,-1
110122111,-3,-1
110122112,-3,-1
110122120,-3,-1
110122121,-3,-1
110122122,-3,-1
110122200,2,5
110122201,2,2
110122202,2,2
110122210,2,2
110122211,2,1
110122212,2,1
110122220,2,2
110122221,2,1
110122222,-2,1
110200000,2,301
110200001,4,50
110200002,2,55
110200010,4,50
110200011,6,9
110200012,4,10
110200020,2,55
110200021,4,10
110200022,2,13
110200100,2,67
110200101,7,9
110200102,2,11
110200110,8,9
110200111,-3,-1
110200112,4,4
110200120,2,11
110200121,4,4
110200122,2,3
110200200,2,73
110200201,4,14
110200202,2,17
110200210,4,14
110200211,4,4
110200212,4,4
110200220,2,17
110200221,4,4
110200222,-2,1
110201000,2,73
110201001,4,14
110201002,2,11
110201010,4,14
110201011,6,3
110201012,4,4
110201020,2,11
110201021,4,4
110201022,2,3
110201100,2,19
110201101,7,3
110201102,2,5
110201110,8,3
110201111,-3,-1
110201112,4,2
110201120,2,5
110201121,4,2
110201122,2,1
110201200,2,19
110201201,4,4
110201202,2,5
110201210,4,4
110201211,4,2
110201212,4,2
110201220,2,5
110201221,4,2
110201222,-2,1
110202000,2,61
110202001,4,12
110202002,2,14
110202010,4,12
110202011,6,3
110202012,4,4
110202020,2,17
110202021,4,4
110202022,2,5
110202100,2,17
110202101,7,3
110202102,2,5
110202110,8,3
110202111,-3,-1
110202112,4,2
110202120,2,5
110202121,4,2
110202122,2,2
110202200,2,17
110202201,4,4
110202202,2,5
110202210,4,4
110202211,4,2
110202212,4,2
110202220,2,5
110202221,4,2
110202222,-2,1
110210000,8,33
110210001,-3,-1
110210002,7,10
110210010,-3,-1
110210011,-3,-1
110210012,-3,-1
110210020,8,10
110210021,-3,-1
110210022,2,3
110210100,8,9
110210101,-3,-1
110210102,7,4
110210110,-3,-1
110210111,-3,-1
110210112,-3,-1
110210120,8,4
110210121,-3,-1
110210122,2,1
110210200,8,9
110210201,-3,-1
110210202,7,4
110210210,-3,-1
110210211,-3,-1
110210212,-3,-1
110210220,8,4
110210221,-3,-1
110210222,-2,1
110211000,8,9
110211001,-3,-1
110211002,7,4
110211010,-3,-1
110211011,-3,-1
110211012,-3,-1
110211020,8,4
110211021,-3,-1
110211022,2,1
110211100,8,3
110211101,-3,-1
110211102,7,2
110211110,-3,-1
110211111,-3,-1
110211112,-3,-1
110211120,8,2
110211121,-3,-1
110211122,2,1
110211200,8,3
110211201,-3,-1
110211202,7,2
110211210,-3,-1
110211211,-3,-1
110211212,-3,-1
110211220,8,2
110211221,-3,-1
110211222,-2,1
110212000,8,9
110212001,-3,-1
110212002,7,4
110212010,-3,-1
110212011,-3,-1
110212012,-3,-1
110212020,8,4
110212021,-3,-1
110212022,2,2
110212100,8,3
110212101,-3,-1
110212102,7,2
110212110,-3,-1
110212111,-3,-1
110212112,-3,-1
110212120,8,2
110212121,-3,-1
110212122,2,1
110212200,8,3
110212201,-3,-1
110212202,7,2
110212210,-3,-1
110212211,-3,-1
110212212,-3,-1
110212220,8,2
110212221,-3,-1
110212222,-2,1
110220000,2,49
110220001,2,13
110220002,2,13
110220010,2,13
110220011,6,4
110220012,2,3
110220020,2,13
110220021,2,3
110220022,2,3
110220100,2,9
110220101,7,4
110220102,2,3
110220110,8,4
110220111,-3,-1
110220112,2,1
110220120,2,3
110220121,2,1
110220122,2,1
110220200,2,14
110220201,2,5
110220202,2,5
110220210,2,5
110220211,2,2
110220212,2,2
110220220,2,5
110220221,2,2
110220222,-2,1
110221000,2,11
110221001,2,5
110221002,2,3
110221010,2,5
110221011,6,2
110221012,2,1
110221020,2,3
110221021,2,1
110221022,2,1
110221100,2,5
110221101,7,2
110221102,2,1
110221110,8,2
110221111,-3,-1
110221112,2,1
110221120,2,1
110221121,2,1
110221122,2,1
110221200,2,5
110221201,2,2
110221202,2,2
110221210,2,2
110221211,2,1
110221212,2,1
110221220,2,2
110221221,2,1
110221222,-2,1
110222000,-2,1
110222001,-2,1
110222002,-2,1
110222010,-2,1
110222011,-2,1
110222012,-2,1
110222020,-2,1
110222021,-2,1
110222022,-2,1
110222100,-2,1
110222101,-2,1
110222102,-2,1
110222110,-2,1
110222111,-3,-1
110222112,-2,1
110222120,-2,1
110222121,-2,1
110222122,-2,1
110222200,-2,1
110222201,-2,1
110222202,-2,1
110222210,-2,1
110222211,-2,1
110222212,-2,1
110222220,-2,1
110222221,-2,1
110222222,-2,1
111000000,-3,-1
111000001,-3,-1
111000002,-3,-1
111000010,-3,-1
111000011,-3,-1
111000012,-3,-1
111000020,-3,-1
111000021,-3,-1
111000022,-3,-1
111000100,-3,-1
111000101,-3,-1
111000102,-3,-1
111000110,-3,-1
111000111,-3,-1
111000112,-3,-1
111000120,-3,-1
111000121,-3,-1
111000122,-3,-1
111000200,-3,-1
111000201,-3,-1
111000202,-3,-1
111000210,-3,-1
111000211,-3,-1
111000212,-3,-1
111000220,-3,-1
111000221,-3,-1
111000222,-3,-1
111001000,-3,-1
111001001,-3,-1
111001002,-3,-1
111001010,-3,-1
111001011,-3,-1
111001012,-3,-1
111001020,-3,-1
111001021,-3,-1
111001022,-3,-1
111001100,-3,-1
111001101,-3,-1
111001102,-3,-1
111001110,-3,-1
111001111,-3,-1
111001112,-3,-1
111001120,-3,-1
111001121,-3,-1
111001122,-3,-1
111001200,-3,-1
111001201,-3,-1
111001202,-3,-1
111001210,-3,-1
111001211,-3,-1
111001212,-3,-1
111001220,-3,-1
111001221,-3,-1
111001222,-3,-1
111002000,-3,-1
111002001,-3,-1
111002002,-3,-1
111002010,-3,-1
111002011,-3,-1
111002012,-3,-1
111002020,-3,-1
111002021,-3,-1
111002022,-3,-1
111002100,-3,-1
111002101,-3,-1
111002102,-3,-1
111002110,-3,-1
111002111,-3,-1
111002112,-3,-1
111002120,-3,-1
111002121,-3,-1
111002122,-3,-1
111002200,-3,-1
111002201,-3,-1
111002202,-3,-1
111002210,-3,-1
111002211,-3,-1
111002212,-3,-1
111002220,-3,-1
111002221,-3,-1
111002222,-3,-1
111010000,-3,-1
111010001,-3,-1
111010002,-3,-1
111010010,-3,-1
111010011,-3,-1
111010012,-3,-1
111010020,-3,-1
111010021,-3,-1
111010022,-3,-1
111010100,-3,-1
111010101,-3,-1
111010102,-3,-1
111010110,-3,-1
111010111,-3,-1
111010112,-3,-1
111010120,-3,-1
111010121,-3,-1
111010122,-3,-1
111010200,-3,-1
111010201,-3,-1
111010202,-3,-1
111010210,-3,-1
111010211,-3,-1
111010212,-3,-1
111010220,-3,-1
111010221,-3,-1
111010222,-3,-1
111011000,-3,-1
111011001,-3,-1
111011002,-3,-1
111011010,-3,-1
111011011,-3,-1
111011012,-3,-1
111011020,-3,-1
111011021,-3,-1
111011022,-3,-1
111011100,-3,-1
111011101,-3,-1
111011102,-3,-1
111011110,-3,-1
111011111,-3,-1
111011112,-3,-1
111011120,-3,-1
111011121,-3,-1
111011122,-3,-1
111011200,-3,-1
111011201,-3,-1
111011202,-3,-1
111011210,-3,-1
111011211,-3,-1
111011212,-3,-1
111011220,-3,-1
111011221,-3,-1
111011222,-3,-1
111012000,-3,-1
111012001,-3,-1
111012002,-3,-1
111012010,-3,-1
111012011,-3,-1
111012012,-3,-1
111012020,-3,-1
111012021,-3,-1
111012022,-3,-1
111012100,-3,-1
111012101,-3,-1
111012102,-3,-1
111012110,-3,-1
111012111,-3,-1
111012112,-3,-1
111012120,-3,-1
111012121,-3,-1
111012122,-3,-1
111012200,-3,-1
111012201,-3,-1
111012202,-3,-1
111012210,-3,-1
111012211,-3,-1
111012212,-3,-1
111012220,-3,-1
111012221,-3,-1
111012222,-3,-1
111020000,-3,-1
111020001,-3,-1
111020002,-3,-1
111020010,-3,-1
111020011,-3,-1
111020012,-3,-1
111020020,-3,-1
111020021,-3,-1
111020022,-3,-1
111020100,-3,-1
111020101,-3,-1
111020102,-3,-1
111020110,-3,-1
111020111,-3,-1
111020112,-3,-1
111020120,-3,-1
111020121,-3,-1
111020122,-3,-1
111020200,-3,-1
111020201,-3,-1
111020202,-3,-1
111020210,-3,-1
111020211,-3,-1
111020212,-3,-1
111020220,-3,-1
111020221,-3,-1
111020222,-3,-1
111021000,-3,-1
111021001,-3,-1
111021002,-3,-1
111021010,-3,-1
111021011,-3,-1
111021012,-3,-1
111021020,-3,-1
111021021,-3,-1
111021022,-3,-1
111021100,-3,-1
111021101,-3,-1
111021102,-3,-1
111021110,-3,-1
111021111,-3,-1
111021112,-3,-1
111021120,-3,-1
111021121,-3,-1
111021122,-3,-1
111021200,-3,-1
111021201,-3,-1
111021202,-3,-1
111021210,-3,-1
111021211,-3,-1
111021212,-3,-1
111021220,-3,-1
111021221,-3,-1
111021222,-3,-1
111022000,-3,-1
111022001,-3,-1
111022002,-3,-1
111022010,-3,-1
111022011,-3,-1
111022012,-3,-1
111022020,-3,-1
111022021,-3,-1
111022022,-3,-1
111022100,-3,-1
111022101,-3,-1
111022102,-3,-1
111022110,-3,-1
111022111,-3,-1
111022112,-3,-1
111022120,-3,-1
111022121,-3,-1
111022122,-3,-1
111022200,-3,-1
111022201,-3,-1
111022202,-3,-1
111022210,-3,-1
111022211,-3,-1
111022212,-3,-1
111022220,-3,-1
111022221,-3,-1
111022222,-3,-1
111100000,-3,-1
111100001,-3,-1
111100002,-3,-1
111100010,-3,-1
111100011,-3,-1
111100012,-3,-1
111100020,-3,-1
111100021,-3,-1
111100022,-3,-1
111100100,-3,-1
111100101,-3,-1
111100102,-3,-1
111100110,-3,-1
111100111,-3,-1
111100112,-3,-1
111100120,-3,-1
111100121,-3,-1
111100122,-3,-1
111100200,-3,-1
111100201,-3,-1
111100202,-3,-1
111100210,-3,-1
111100211,-3,-1
111100212,-3,-1
111100220,-3,-1
111100221,-3,-1
111100222,-3,-1
111101000,-3,-1
111101001,-3,-1
111101002,-3,-1
111101010,-3,-1
111101011,-3,-1
111101012,-3,-1
111101020,-3,-1
111101021,-3,-1
111101022,-3,-1
111101100,-3,-1
111101101,-3,-1
111101102,-3,-1
111101110,-3,-1
111101111,-3,-1
111101112,-3,-1
111101120,-3,-1
111101121,-3,-1
111101122,-3,-1
111101200,-3,-1
111101201,-3,-1
111101202,-3,-1
111101210,-3,-1
111101211,-3,-1
111101212,-3,-1
111101220,-3,-1
111101221,-3,-1
111101222,-3,-1
111102000,-3,-1
111102001,-3,-1
111102002,-3,-1
111102010,-3,-1
111102011,-3,-1
111102012,-3,-1
111102020,-3,-1
111102021,-3,-1
111102022,-3,-1
111102100,-3,-1
111102101,-3,-1
111102102,-3,-1
111102110,-3,-1
111102111,-3,-1
111102112,-3,-1
111102120,-3,-1
111102121,-3,-1
111102122,-3,-1
111102200,-3,-1
111102201,-3,-1
111102202,-3,-1
111102210,-3,-1
111102211,-3,-1
111102212,-3,-1
111102220,-3,-1
111102221,-3,-1
111102222,-3,-1
111110000,-3,-1
111110001,-3,-1
111110002,-3,-1
111110010,-3,-1
111110011,-3,-1
111110012,-3,-1
111110020,-3,-1
111110021,-3,-1
111110022,-3,-1
111110100,-3,-1
111110101,-3,-1
111110102,-3,-1
111110110,-3,-1
111110111,-3,-1
111110112,-3,-1
111110120,-3,-1
111110121,-3,-1
111110122,-3,-1
111110200,-3,-1
111110201,-3,-1
111110202,-3,-1
111110210,-3,-1
111110211,-3,-1
111110212,-3,-1
111110220,-3,-1
111110221,-3,-1
111110222,-3,-1
111111000,-3,-1
111111001,-3,-1
111111002,-3,-1
111111010,-3,-1
111111011,-3,-1
111111012,-3,-1
111111020,-3,-1
111111021,-3,-1
111111022,-3,-1
111111100,-3,-1
111111101,-3,-1
111111102,-3,-1
111111110,-3,-1
111111111,-3,-1
111111112,-3,-1
111111120,-3,-1
111111121,-3,-1
111111122,-3,-1
111111200,-3,-1
111111201,-3,-1
111111202,-3,-1
111111210,-3,-1
111111211,-3,-1
111111212,-3,-1
111111220,-3,-1
111111221,-3,-1
111111222,-3,-1
111112000,-3,-1
111112001,-3,-1
111112002,-3,-1
111112010,-3,-1
111112011,-3,-1
111112012,-3,-1
111112020,-3,-1
111112021,-3,-1
111112022,-3,-1
111112100,-3,-1
111112101,-3,-1
111112102,-3,-1
111112110,-3,-1
111112111,-3,-1
111112112,-3,-1
111112120,-3,-1
111112121,-3,-1
111112122,-3,-1
111112200,-3,-1
111112201,-3,-1
111112202,-3,-1
111112210,-3,-1
111112211,-3,-1
111112212,-3,-1
111112220,-3,-1
111112221,-3,-1
111112222,-3,-1
111120000,-3,-1
111120001,-3,-1
111120002,-3,-1
111120010,-3,-1
111120011,-3,-1
111120012,-3,-1
111120020,-3,-1
111120021,-3,-1
111120022,-3,-1
111120100,-3,-1
111120101,-3,-1
111120102,-3,-1
111120110,-3,-1
111120111,-3,-1
111120112,-3,-1
111120120,-3,-1
111120121,-3,-1
111120122,-3,-1
111120200,-3,-1
111120201,-3,-1
111120202,-3,-1
111120210,-3,-1
111120211,-3,-1
111120212,-3,-1
111120220,-3,-1
111120221,-3,-1
111120222,-3,-1
111121000,-3,-1
111121001,-3,-1
111121002,-3,-1
111121010,-3,-1
111121011,-3,-1
111121012,-3,-1
111121020,-3,-1
111121021,-3,-1
111121022,-3,-1
111121100,-3,-1
111121101,-3,-1
111121102,-3,-1
111121110,-3,-1
111121111,-3,-1
111121112,-3,-1
111121120,-3,-1
111121121,-3,-1
111121122,-3,-1
111121200,-3,-1
111121201,-3,-1
111121202,-3,-1
111121210,-3,-1
111121211,-3,-1
111121212,-3,-1
111121220,-3,-1
111121221,-3,-1
111121222,-3,-1
111122000,-3,-1
111122001,-3,-1
111122002,-3,-1
111122010,-3,-1
111122011,-3,-1
111122012,-3,-1
111122020,-3,-1
111122021,-3,-1
111122022,-3,-1
111122100,-3,-1
111122101,-3,-1
111122102,-3,-1
111122110,-3,-1
111122111,-3,-1
111122112,-3,-1
111122120,-3,-1
111122121,-3,-1
111122122,-3,-1
111122200,-3,-1
111122201,-3,-1
111122202,-3,-1
111122210,-3,-1
111122211,-3,-1
111122212,-3,-1
111122220,-3,-1
111122221,-3,-1
111122222,-3,-1
111200000,-3,-1
111200001,-3,-1
111200002,-3,-1
111200010,-3,-1
111200011,-3,-1
111200012,-3,-1
111200020,-3,-1
111200021,-3,-1
111200022,-3,-1
111200100,-3,-1
111200101,-3,-1
111200102,-3,-1
111200110,-3,-1
111200111,-3,-1
111200112,-3,-1
111200120,-3,-1
111200121,-3,-1
111200122,-3,-1
111200200,-3,-1
111200201,-3,-1
111200202,-3,-1
111200210,-3,-1
111200211,-3,-1
111200212,-3,-1
111200220,-3,-1
111200221,-3,-1
111200222,-3,-1
111201000,-3,-1
111201001,-3,-1
111201002,-3,-1
111201010,-3,-1
111201011,-3,-1
111201012,-3,-1
111201020,-3,-1
111201021,-3,-1
111201022,-3,-1
111201100,-3,-1
111201101,-3,-1
111201102,-3,-1
111201110,-3,-1
111201111,-3,-1
111201112,-3,-1
111201120,-3,-1
111201121,-3,-1
111201122,-3,-1
111201200,-3,-1
111201201,-3,-1
111201202,-3,-1
111201210,-3,-1
111201211,-3,-1
111201212,-3,-1
111201220,-3,-1
111201221,-3,-1
111201222,-3,-1
111202000,-3,-1
111202001,-3,-1
111202002,-3,-1
111202010,-3,-1
111202011,-3,-1
111202012,-3,-1
111202020,-3,-1
111202021,-3,-1
111202022,-3,-1
111202100,-3,-1
111202101,-3,-1
111202102,-3,-1
111202110,-3,-1
111202111,-3,-1
111202112,-3,-1
111202120,-3,-1
111202121,-3,-1
111202122,-3,-1
111202200,-3,-1
111202201,-3,-1
111202202,-3,-1
111202210,-3,-1
111202211,-3,-1
111202212,-3,-1
111202220,-3,-1
111202221,-3,-1
111202222,-3,-1
111210000,-3,-1
111210001,-3,-1
111210002,-3,-1
111210010,-3,-1
111210011,-3,-1
111210012,-3,-1
111210020,-3,-1
111210021,-3,-1
111210022,-3,-1
111210100,-3,-1
111210101,-3,-1
111210102,-3,-1
111210110,-3,-1
111210111,-3,-1
111210112,-3,-1
111210120,-3,-1
111210121,-3,-1
111210122,-3,-1
111210200,-3,-1
111210201,-3,-1
111210202,-3,-1
111210210,-3,-1
111210211,-3,-1
111210212,-3,-1
111210220,-3,-1
111210221,-3,-1
111210222,-3,-1
111211000,-3,-1
111211001,-3,-1
111211002,-3,-1
111211010,-3,-1
111211011,-3,-1
111211012,-3,-1
111211020,-3,-1
111211021,-3,-1
111211022,-3,-1
111211100,-3,-1
111211101,-3,-1
111211102,-3,-1
111211110,-3,-1
111211111,-3,-1
111211112,-3,-1
111211120,-3,-1
111211121,-3,-1
111211122,-3,-1
111211200,-3,-1
111211201,-3,-1
111211202,-3,-1
111211210,-3,-1
111211211,-3,-1
111211212,-3,-1
111211220,-3,-1
111211221,-3,-1
111211222,-3,-1
111212000,-3,-1
111212001,-3,-1
111212002,-3,-1
111212010,-3,-1
111212011,-3,-1
111212012,-3,-1
111212020,-3,-1
111212021,-3,-1
111212022,-3,-1
111212100,-3,-1
111212101,-3,-1
111212102,-3,-1
111212110,-3,-1
111212111,-3,-1
111212112,-3,-1
111212120,-3,-1
111212121,-3,-1
111212122,-3,-1
111212200,-3,-1
111212201,-3,-1
111212202,-3,-1
111212210,-3,-1
111212211,-3,-1
111212212,-3,-1
111212220,-3,-1
111212221,-3,-1
111212222,-3,-1
111220000,-3,-1
111220001,-3,-1
111220002,-3,-1
111220010,-3,-1
111220011,-3,-1
111220012,-3,-1
111220020,-3,-1
111220021,-3,-1
111220022,-3,-1
111220100,-3,-1
111220101,-3,-1
111220102,-3,-1
111220110,-3,-1
111220111,-3,-1
111220112,-3,-1
111220120,-3,-1
111220121,-3,-1
111220122,-3,-1
111220200,-3,-1
111220201,-3,-1
111220202,-3,-1
111220210,-3,-1
111220211,-3,-1
111220212,-3,-1
111220220,-3,-1
111220221,-3,-1
111220222,-3,-1
111221000,-3,-1
111221001,-3,-1
111221002,-3,-1
111221010,-3,-1
111221011,-3,-1
111221012,-3,-1
111221020,-3,-1
111221021,-3,-1
111221022,-3,-1
111221100,-3,-1
111221101,-3,-1
111221102,-3,-1
111221110,-3,-1
111221111,-3,-1
111221112,-3,-1
111221120,-3,-1
111221121,-3,-1
111221122,-3,-1
111221200,-3,-1
111221201,-3,-1
111221202,-3,-1
111221210,-3,-1
111221211,-3,-1
111221212,-3,-1
111221220,-3,-1
111221221,-3,-1
111221222,-3,-1
111222000,-3,-1
111222001,-3,-1
111222002,-3,-1
111222010,-3,-1
111222011,-3,-1
111222012,-3,-1
111222020,-3,-1
111222021,-3,-1
111222022,-3,-1
111222100,-3,-1
111222101,-3,-1
111222102,-3,-1
111222110,-3,-1
111222111,-3,-1
111222112,-3,-1
111222120,-3,-1
111222121,-3,-1
111222122,-3,-1
111222200,-3,-1
111222201,-3,-1
111222202,-3,-1
111222210,-3,-1
111222211,-3,-1
111222212,-3,-1
111222220,-3,-1
111222221,-3,-1
111222222,-3,-1
112000000,8,452
112000001,4,73
112000002,7,68
112000010,4,73
112000011,6,14
112000012,4,13
112000020,8,84
112000021,4,15
112000022,6,14
112000100,3,67
112000101,7,9
112000102,3,9
112000110,8,9
112000111,-3,-1
112000112,4,4
112000120,3,11
112000121,4,4
112000122,3,3
112000200,8,88
112000201,4,16
112000202,7,15
112000210,4,16
112000211,4,5
112000212,4,5
112000220,8,18
112000221,4,5
112000222,-2,1
112001000,8,96
112001001,4,19
112001002,7,16
112001010,4,19
112001011,6,4
112001012,4,5
112001020,8,16
112001021,4,5
112001022,6,4
112001100,3,19
112001101,7,3
112001102,3,5
112001110,8,3
112001111,-3,-1
112001112,4,2
112001120,3,5
112001121,4,2
112001122,3,1
112001200,8,21
112001201,4,5
112001202,7,6
112001210,4,5
112001211,4,2
112001212,4,2
112001220,8,6
112001221,4,2
112001222,-2,1
112002000,8,86
112002001,4,19
112002002,-2,1
112002010,4,17
112002011,6,4
112002012,-2,1
112002020,8,21
112002021,4,5
112002022,-2,1
112002100,3,17
112002101,7,3
112002102,-2,1
112002110,8,3
112002111,-3,-1
112002112,-2,1
112002120,3,5
112002121,4,2
112002122,-2,1
112002200,8,18
112002201,4,5
112002202,-2,1
112002210,4,5
112002211,4,2
112002212,-2,1
112002220,8,6
112002221,4,2
112002222,-2,1
112010000,8,44
112010001,-3,-1
112010002,7,13
112010010,-3,-1
112010011,-3,-1
112010012,-3,-1
112010020,8,15
112010021,-3,-1
112010022,6,4
112010100,8,9
112010101,-3,-1
112010102,7,4
112010110,-3,-1
112010111,-3,-1
112010112,-3,-1
112010120,8,4
112010121,-3,-1
112010122,3,1
112010200,8,14
112010201,-3,-1
112010202,7,5
112010210,-3,-1
112010211,-3,-1
112010212,-3,-1
112010220,8,5
112010221,-3,-1
112010222,-2,1
112011000,8,9
112011001,-3,-1
112011002,7,4
112011010,-3,-1
112011011,-3,-1
112011012,-3,-1
112011020,8,4
112011021,-3,-1
112011022,3,1
112011100,8,3
112011101,-3,-1
112011102,7,2
112011110,-3,-1
112011111,-3,-1
112011112,-3,-1
112011120,8,2
112011121,-3,-1
112011122,3,1
112011200,8,3
112011201,-3,-1
112011202,7,2
112011210,-3,-1
112011211,-3,-1
112011212,-3,-1
112011220,8,2
112011221,-3,-1
112011222,-2,1
112012000,8,12
112012001,-3,-1
112012002,-2,1
112012010,-3,-1
112012011,-3,-1
112012012,-3,-1
112012020,8,5
112012021,-3,-1
112012022,-2,1
112012100,8,3
112012101,-3,-1
112012102,-2,1
112012110,-3,-1
112012111,-3,-1
112012112,-3,-1
112012120,8,2
112012121,-3,-1
112012122,-2,1
112012200,8,4
112012201,-3,-1
112012202,-2,1
112012210,-3,-1
112012211,-3,-1
112012212,-3,-1
112012220,8,2
112012221,-3,-1
112012222,-2,1
112020000,8,70
112020001,7,17
112020002,7,14
112020010,8,17
112020011,6,5
112020012,6,4
112020020,8,17
112020021,6,4
112020022,6,4
112020100,3,11
112020101,7,4
112020102,3,3
112020110,8,4
112020111,-3,-1
112020112,3,1
112020120,3,3
112020121,3,1
112020122,3,1
112020200,-2,1
112020201,-2,1
112020202,-2,1
112020210,-2,1
112020211,-2,1
112020212,-2,1
112020220,-2,1
112020221,-2,1
112020222,-2,1
112021000,8,13
112021001,7,6
112021002,7,4
112021010,8,6
112021011,6,2
112021012,6,1
112021020,8,4
112021021,6,1
112021022,6,1
112021100,3,5
112021101,7,2
112021102,3,1
112021110,8,2
112021111,-3,-1
112021112,3,1
112021120,3,1
112021121,3,1
112021122,3,1
112021200,-2,1
112021201,-2,1
112021202,-2,1
112021210,-2,1
112021211,-2,1
112021212,-2,1
112021220,-2,1
112021221,-2,1
112021222,-2,1
112022000,8,15
112022001,7,6
112022002,-2,1
112022010,8,6
112022011,6,2
112022012,-2,1
112022020,8,6
112022021,6,2
112022022,-2,1
112022100,3,5
112022101,7,2
112022102,-2,1
112022110,8,2
112022111,-3,-1
112022112,-2,1
112022120,3,2
112022121,3,1
112022122,-2,1
112022200,-2,1
112022201,-2,1
112022202,-2,1
112022210,-2,1
112022211,-2,1
112022212,-2,1
112022220,-2,1
112022221,-2,1
112022222,-2,1
112100000,6,67
112100001,6,14
112100002,6,17
112100010,6,14
112100011,6,4
112100012,6,4
112100020,6,19
112100021,6,4
112100022,6,5
112100100,-3,-1
112100101,-3,-1
112100102,-3,-1
112100110,-3,-1
112100111,-3,-1
112100112,-3,-1
112100120,-3,-1
112100121,-3,-1
112100122,-3,-1
112100200,8,21
112100201,4,5
112100202,7,6
112100210,4,5
112100211,4,2
112100212,4,2
112100220,8,6
112100221,4,2
112100222,-2,1
112101000,6,14
112101001,6,4
112101002,6,4
112101010,6,4
112101011,6,2
112101012,6,2
112101020,6,4
112101021,6,2
112101022,6,2
112101100,-3,-1
112101101,-3,-1
112101102,-3,-1
112101110,-3,-1
112101111,-3,-1
112101112,-3,-1
112101120,-3,-1
112101121,-3,-1
112101122,-3,-1
112101200,4,5
112101201,4,2
112101202,4,2
112101210,4,2
112101211,4,1
112101212,4,1
112101220,4,2
112101221,4,1
112101222,-2,1
112102000,6,17
112102001,6,4
112102002,-2,1
112102010,6,4
112102011,6,2
112102012,-2,1
112102020,6,5
112102021,6,2
112102022,-2,1
112102100,-3,-1
112102101,-3,-1
112102102,-3,-1
112102110,-3,-1
112102111,-3,-1
112102112,-3,-1
112102120,-3,-1
112102121,-3,-1
112102122,-3,-1
112102200,8,6
112102201,4,2
112102202,-2,1
112102210,4,2
112102211,4,1
112102212,-2,1
112102220,8,2
112102221,4,1
112102222,-2,1
112110000,8,4
112110001,-3,-1
112110002,7,3
112110010,-3,-1
112110011,-3,-1
112110012,-3,-1
112110020,8,3
112110021,-3,-1
112110022,6,2
112110100,-3,-1
112110101,-3,-1
112110102,-3,-1
112110110,-3,-1
112110111,-3,-1
112110112,-3,-1
112110120,-3,-1
112110121,-3,-1
112110122,-3,-1
112110200,8,3
112110201,-3,-1
112110202,7,2
112110210,-3,-1
112110211,-3,-1
112110212,-3,-1
112110220,8,2
112110221,-3,-1
112110222,-2,1
112111000,-3,-1
112111001,-3,-1
112111002,-3,-1
112111010,-3,-1
112111011,-3,-1
112111012,-3,-1
112111020,-3,-1
112111021,-3,-1
112111022,-3,-1
112111100,-3,-1
112111101,-3,-1
112111102,-3,-1
112111110,-3,-1
112111111,-3,-1
112111112,-3,-1
112111120,-3,-1
112111121,-3,-1
112111122,-3,-1
112111200,-3,-1
112111201,-3,-1
112111202,-3,-1
112111210,-3,-1
112111211,-3,-1
112111212,-3,-1
112111220,-3,-1
112111221,-3,-1
112111222,-3,-1
112112000,8,3
112112001,-3,-1
112112002,-2,1
112112010,-3,-1
112112011,-3,-1
112112012,-3,-1
112112020,8,2
112112021,-3,-1
112112022,-2,1
112112100,-3,-1
112112101,-3,-1
112112102,-3,-1
112112110,-3,-1
112112111,-3,-1
112112112,-3,-1
112112120,-3,-1
112112121,-3,-1
